target_id,target_level,centroid_x,centroid_y,representative_x,representative_y,area,diameter_m,total_score,peak_score,network_criticality,removal_impact,period_persistence,parameter_stability,stable_cell_fraction,supporting_periods,cell_count,evidence_status,recommendation_reason,limitations,geometry_wkt
T053,不稳定候选,15429438.104999999,5012384.4325,15425438.105,5009384.4325,81000000.0,10816.653826391968,0.4497405040881664,0.4573605572001691,0.7135442973947614,0.0,0.5,0.5,0.0,喜山期|海西期,9,internal_partial,"由9个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.50；最高分代表点(15425438, 5009384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15433126.94 5007944.148, 15430126.94 5007944.148, 15427126.94 5007944.148, 15424126.94 5007944.148, 15424126.94 5010944.148, 15424126.94 5013944.148, 15427126.94 5013944.148, 15427126.94 5016944.148, 15430126.94 5016944.148, 15433126.94 5016944.148, 15436126.94 5016944.148, 15436126.94 5013944.148, 15433126.94 5013944.148, 15433126.94 5010944.148, 15433126.94 5007944.148))"
T054,不稳定候选,15481771.438333333,5012384.4325,15485438.105,5015384.4325,81000000.0,12727.922061357855,0.44615313212796426,0.46540656308735157,0.7032946632227551,0.0,0.5,0.5,0.0,喜山期|海西期,9,internal_partial,"由9个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.50；最高分代表点(15485438, 5015384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15484126.94 5007944.148, 15484126.94 5010944.148, 15481126.94 5010944.148, 15478126.94 5010944.148, 15475126.94 5010944.148, 15475126.94 5013944.148, 15475126.94 5016944.148, 15478126.94 5016944.148, 15481126.94 5016944.148, 15481126.94 5013944.148, 15484126.94 5013944.148, 15484126.94 5016944.148, 15487126.94 5016944.148, 15487126.94 5013944.148, 15487126.94 5010944.148, 15487126.94 5007944.148, 15487126.94 5004944.148, 15484126.94 5004944.148, 15484126.94 5007944.148))"
T055,不稳定候选,15412104.771666666,5011717.765833333,15410438.105,5015384.4325,81000000.0,9486.832980505138,0.48288990475014365,0.5457755287078491,0.7606378230956486,0.0,0.5,0.6111111111111112,0.2222222222222222,喜山期|海西期,9,internal_partial,"由9个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.61；最高分代表点(15410438, 5015384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15412126.94 5004944.148, 15412126.94 5007944.148, 15409126.94 5007944.148, 15409126.94 5010944.148, 15406126.94 5010944.148, 15406126.94 5013944.148, 15409126.94 5013944.148, 15409126.94 5016944.148, 15412126.94 5016944.148, 15415126.94 5016944.148, 15415126.94 5013944.148, 15418126.94 5013944.148, 15418126.94 5010944.148, 15415126.94 5010944.148, 15415126.94 5007944.148, 15415126.94 5004944.148, 15412126.94 5004944.148))"
T056,不稳定候选,15395652.390714282,5009813.003928571,15392438.105,5015384.4325,126000000.0,13416.407864998739,0.5005330819755696,0.5436504744773855,0.7464210505424439,0.0,0.5,0.7619047619047619,0.42857142857142855,喜山期|海西期,14,internal_partial,"由14个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.76；最高分代表点(15392438, 5015384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15391126.94 5007944.148, 15391126.94 5010944.148, 15388126.94 5010944.148, 15388126.94 5013944.148, 15391126.94 5013944.148, 15391126.94 5016944.148, 15394126.94 5016944.148, 15397126.94 5016944.148, 15397126.94 5013944.148, 15400126.94 5013944.148, 15400126.94 5010944.148, 15403126.94 5010944.148, 15403126.94 5007944.148, 15400126.94 5007944.148, 15400126.94 5004944.148, 15400126.94 5001944.148, 15397126.94 5001944.148, 15394126.94 5001944.148, 15394126.94 5004944.148, 15394126.94 5007944.148, 15391126.94 5007944.148))"
T057,一级,15405509.533571424,5008098.718214286,15410438.105,5003384.4325,126000000.0,13416.407864998739,0.5320728798239,0.5477476408442612,0.7702082280682854,0.0,0.5,0.9166666666666666,0.8571428571428571,喜山期|海西期,14,internal_supported,"由14个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.92；最高分代表点(15410438, 5003384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15400126.94 5004944.148, 15400126.94 5007944.148, 15403126.94 5007944.148, 15403126.94 5010944.148, 15400126.94 5010944.148, 15400126.94 5013944.148, 15403126.94 5013944.148, 15403126.94 5016944.148, 15406126.94 5016944.148, 15409126.94 5016944.148, 15409126.94 5013944.148, 15406126.94 5013944.148, 15406126.94 5010944.148, 15409126.94 5010944.148, 15409126.94 5007944.148, 15412126.94 5007944.148, 15412126.94 5004944.148, 15412126.94 5001944.148, 15409126.94 5001944.148, 15406126.94 5001944.148, 15403126.94 5001944.148, 15400126.94 5001944.148, 15400126.94 5004944.148))"
T058,不稳定候选,15371138.104999999,5007584.432499999,15374438.105,5009384.4325,90000000.0,10816.653826391968,0.4415393056829348,0.4450580779539847,0.6901123019512422,0.0,0.5,0.5,0.0,喜山期|海西期,10,internal_partial,"由10个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.50；最高分代表点(15374438, 5009384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15373126.94 5001944.148, 15370126.94 5001944.148, 15370126.94 5004944.148, 15367126.94 5004944.148, 15367126.94 5007944.148, 15364126.94 5007944.148, 15364126.94 5010944.148, 15367126.94 5010944.148, 15370126.94 5010944.148, 15370126.94 5013944.148, 15373126.94 5013944.148, 15373126.94 5010944.148, 15376126.94 5010944.148, 15376126.94 5007944.148, 15376126.94 5004944.148, 15376126.94 5001944.148, 15373126.94 5001944.148))"
T059,不稳定候选,15459509.533571424,5007241.575357142,15458438.105,5009384.4325,126000000.0,12727.922061357855,0.4842844538409096,0.536171069866943,0.735710684443415,0.0,0.5,0.6785714285714286,0.35714285714285715,喜山期|海西期,14,internal_partial,"由14个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.68；最高分代表点(15458438, 5009384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15454126.94 5004944.148, 15454126.94 5007944.148, 15454126.94 5010944.148, 15454126.94 5013944.148, 15457126.94 5013944.148, 15460126.94 5013944.148, 15460126.94 5010944.148, 15463126.94 5010944.148, 15466126.94 5010944.148, 15466126.94 5007944.148, 15466126.94 5004944.148, 15466126.94 5001944.148, 15463126.94 5001944.148, 15460126.94 5001944.148, 15457126.94 5001944.148, 15454126.94 5001944.148, 15454126.94 5004944.148))"
T060,二级,15387938.104999999,5006384.432499999,15386438.105,5009384.4325,90000000.0,10816.653826391968,0.501786179814638,0.538016587383992,0.7336747994703943,0.0,0.5,0.8,0.6,喜山期|海西期,10,internal_supported,"由10个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.80；最高分代表点(15386438, 5009384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15394126.94 5001944.148, 15391126.94 5001944.148, 15388126.94 5001944.148, 15385126.94 5001944.148, 15385126.94 5004944.148, 15382126.94 5004944.148, 15382126.94 5007944.148, 15382126.94 5010944.148, 15385126.94 5010944.148, 15388126.94 5010944.148, 15391126.94 5010944.148, 15391126.94 5007944.148, 15394126.94 5007944.148, 15394126.94 5004944.148, 15394126.94 5001944.148))"
T061,不稳定候选,15421438.104999997,5005384.432499999,15416438.105,5006384.4325,108000000.0,12727.922061357855,0.4759674730669871,0.5451857084361361,0.7587165897152014,0.0,0.5,0.5694444444444444,0.16666666666666666,喜山期|海西期,12,internal_partial,"由12个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.57；最高分代表点(15416438, 5006384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15418126.94 5004944.148, 15415126.94 5004944.148, 15415126.94 5007944.148, 15415126.94 5010944.148, 15418126.94 5010944.148, 15421126.94 5010944.148, 15424126.94 5010944.148, 15424126.94 5007944.148, 15427126.94 5007944.148, 15427126.94 5004944.148, 15427126.94 5001944.148, 15427126.94 4998944.148, 15424126.94 4998944.148, 15421126.94 4998944.148, 15421126.94 5001944.148, 15418126.94 5001944.148, 15418126.94 5004944.148))"
T062,不稳定候选,15431866.676428573,5004241.575357144,15428438.105,5003384.4325,63000000.0,8485.28137423857,0.4474656807342056,0.45787064041041753,0.7070448020977302,0.0,0.5,0.5,0.0,喜山期|海西期,7,internal_partial,"由7个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.50；最高分代表点(15428438, 5003384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15436126.94 4998944.148, 15433126.94 4998944.148, 15433126.94 5001944.148, 15430126.94 5001944.148, 15427126.94 5001944.148, 15427126.94 5004944.148, 15427126.94 5007944.148, 15430126.94 5007944.148, 15433126.94 5007944.148, 15436126.94 5007944.148, 15436126.94 5004944.148, 15436126.94 5001944.148, 15436126.94 4998944.148))"
T063,不稳定候选,15363188.105,5004134.4325,15365438.105,5006384.4325,72000000.0,9486.832980505138,0.46210055640194536,0.4725290737959096,0.7488587325769869,0.0,0.5,0.5,0.0,喜山期|海西期,8,internal_partial,"由8个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.50；最高分代表点(15365438, 5006384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15361126.94 4998944.148, 15361126.94 5001944.148, 15358126.94 5001944.148, 15358126.94 5004944.148, 15358126.94 5007944.148, 15361126.94 5007944.148, 15364126.94 5007944.148, 15367126.94 5007944.148, 15367126.94 5004944.148, 15370126.94 5004944.148, 15370126.94 5001944.148, 15367126.94 5001944.148, 15364126.94 5001944.148, 15364126.94 4998944.148, 15361126.94 4998944.148))"
T064,一级,15446438.105,5001884.4325,15446438.105,5003384.4325,36000000.0,9000.0,0.5472932900986838,0.5480646026708894,0.777980828853382,0.0,0.5,1.0,1.0,喜山期|海西期,4,internal_supported,"由4个高值网格组成；支持时期为喜山期|海西期；参数稳定率1.00；最高分代表点(15446438, 5003384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15445126.94 4995944.148, 15445126.94 4998944.148, 15445126.94 5001944.148, 15445126.94 5004944.148, 15445126.94 5007944.148, 15448126.94 5007944.148, 15448126.94 5004944.148, 15448126.94 5001944.148, 15448126.94 4998944.148, 15448126.94 4995944.148, 15445126.94 4995944.148))"
T065,一级,15414938.105,5000384.4325,15416438.105,5003384.4325,72000000.0,9000.0,0.5461567414472552,0.5473163441390361,0.7747335469921579,0.0,0.5,1.0,1.0,喜山期|海西期,8,internal_supported,"由8个高值网格组成；支持时期为喜山期|海西期；参数稳定率1.00；最高分代表点(15416438, 5003384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15418126.94 4995944.148, 15415126.94 4995944.148, 15412126.94 4995944.148, 15412126.94 4998944.148, 15409126.94 4998944.148, 15409126.94 5001944.148, 15412126.94 5001944.148, 15412126.94 5004944.148, 15415126.94 5004944.148, 15418126.94 5004944.148, 15418126.94 5001944.148, 15421126.94 5001944.148, 15421126.94 4998944.148, 15418126.94 4998944.148, 15418126.94 4995944.148))"
T066,不稳定候选,15386063.105,4998509.4325,15386438.105,5000384.4325,72000000.0,10816.653826391968,0.48934436696945194,0.5331289358433594,0.7195553341984342,0.0,0.5,0.75,0.5,喜山期|海西期,8,internal_partial,"由8个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.75；最高分代表点(15386438, 5000384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15391126.94 4992944.148, 15388126.94 4992944.148, 15385126.94 4992944.148, 15385126.94 4995944.148, 15382126.94 4995944.148, 15382126.94 4998944.148, 15382126.94 5001944.148, 15382126.94 5004944.148, 15385126.94 5004944.148, 15385126.94 5001944.148, 15388126.94 5001944.148, 15391126.94 5001944.148, 15391126.94 4998944.148, 15388126.94 4998944.148, 15388126.94 4995944.148, 15391126.94 4995944.148, 15391126.94 4992944.148))"
T067,不稳定候选,15395138.104999999,4997984.432499999,15401438.105,5000384.4325,90000000.0,12369.316876852981,0.45188506936972883,0.46280698968872586,0.719671626770654,0.0,0.5,0.5,0.0,喜山期|海西期,10,internal_partial,"由10个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.50；最高分代表点(15401438, 5000384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15394126.94 4992944.148, 15391126.94 4992944.148, 15391126.94 4995944.148, 15388126.94 4995944.148, 15388126.94 4998944.148, 15391126.94 4998944.148, 15391126.94 5001944.148, 15394126.94 5001944.148, 15397126.94 5001944.148, 15400126.94 5001944.148, 15403126.94 5001944.148, 15403126.94 4998944.148, 15400126.94 4998944.148, 15400126.94 4995944.148, 15397126.94 4995944.148, 15397126.94 4992944.148, 15394126.94 4992944.148))"
T068,不稳定候选,15404938.105000002,4997384.4325,15407438.105,5000384.4325,54000000.0,6708.203932499369,0.4766652739099764,0.5451292965673422,0.7547579254570754,0.0,0.5,0.5833333333333334,0.16666666666666666,喜山期|海西期,6,internal_partial,"由6个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.58；最高分代表点(15407438, 5000384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15409126.94 4995944.148, 15409126.94 4992944.148, 15406126.94 4992944.148, 15403126.94 4992944.148, 15403126.94 4995944.148, 15400126.94 4995944.148, 15400126.94 4998944.148, 15403126.94 4998944.148, 15403126.94 5001944.148, 15406126.94 5001944.148, 15409126.94 5001944.148, 15409126.94 4998944.148, 15406126.94 4998944.148, 15406126.94 4995944.148, 15409126.94 4995944.148))"
T069,不稳定候选,15430892.650454544,4996020.796136363,15425438.105,4997384.4325,99000000.0,10816.653826391968,0.4552618626310148,0.4650735062162213,0.7293196075171854,0.0,0.5,0.5,0.0,喜山期|海西期,11,internal_partial,"由11个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.50；最高分代表点(15425438, 4997384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15427126.94 4992944.148, 15427126.94 4995944.148, 15424126.94 4995944.148, 15424126.94 4998944.148, 15427126.94 4998944.148, 15427126.94 5001944.148, 15430126.94 5001944.148, 15433126.94 5001944.148, 15433126.94 4998944.148, 15436126.94 4998944.148, 15436126.94 4995944.148, 15436126.94 4992944.148, 15436126.94 4989944.148, 15433126.94 4989944.148, 15430126.94 4989944.148, 15430126.94 4992944.148, 15427126.94 4992944.148))"
T070,不稳定候选,15461438.104999997,4995884.432499999,15461438.105,4991384.4325,108000000.0,10816.653826391968,0.4531279766547285,0.4779839028663629,0.7232227904420813,0.0,0.5,0.5,0.0,喜山期|海西期,12,internal_partial,"由12个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.50；最高分代表点(15461438, 4991384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15457126.94 4992944.148, 15457126.94 4995944.148, 15457126.94 4998944.148, 15457126.94 5001944.148, 15460126.94 5001944.148, 15463126.94 5001944.148, 15466126.94 5001944.148, 15466126.94 4998944.148, 15466126.94 4995944.148, 15466126.94 4992944.148, 15466126.94 4989944.148, 15463126.94 4989944.148, 15460126.94 4989944.148, 15457126.94 4989944.148, 15457126.94 4992944.148))"
T071,二级,15421538.104999999,4993184.432499999,15419438.105,4997384.4325,90000000.0,10816.653826391968,0.519928266066667,0.5457878737549625,0.7640807601904774,0.0,0.5,0.85,0.7,喜山期|海西期,10,internal_supported,"由10个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.85；最高分代表点(15419438, 4997384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15427126.94 4986944.148, 15424126.94 4986944.148, 15421126.94 4986944.148, 15421126.94 4989944.148, 15418126.94 4989944.148, 15418126.94 4992944.148, 15415126.94 4992944.148, 15415126.94 4995944.148, 15418126.94 4995944.148, 15418126.94 4998944.148, 15421126.94 4998944.148, 15424126.94 4998944.148, 15424126.94 4995944.148, 15427126.94 4995944.148, 15427126.94 4992944.148, 15424126.94 4992944.148, 15424126.94 4989944.148, 15427126.94 4989944.148, 15427126.94 4986944.148))"
T072,不稳定候选,15411338.104999999,4992584.432499999,15410438.105,4997384.4325,90000000.0,10816.653826391968,0.4826944145582071,0.5445310187806276,0.7505554701663062,0.0,0.5,0.6333333333333333,0.3,喜山期|海西期,10,internal_partial,"由10个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.63；最高分代表点(15410438, 4997384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15412126.94 4986944.148, 15409126.94 4986944.148, 15409126.94 4989944.148, 15406126.94 4989944.148, 15406126.94 4992944.148, 15409126.94 4992944.148, 15409126.94 4995944.148, 15406126.94 4995944.148, 15406126.94 4998944.148, 15409126.94 4998944.148, 15412126.94 4998944.148, 15412126.94 4995944.148, 15415126.94 4995944.148, 15415126.94 4992944.148, 15418126.94 4992944.148, 15418126.94 4989944.148, 15415126.94 4989944.148, 15415126.94 4986944.148, 15412126.94 4986944.148))"
T073,不稳定候选,15449813.105,4988759.4325,15446438.105,4994384.4325,72000000.0,10816.653826391968,0.4784651114013848,0.543970580452242,0.7420431754325281,0.0,0.5,0.625,0.25,喜山期|海西期,8,internal_partial,"由8个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.62；最高分代表点(15446438, 4994384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15454126.94 4983944.148, 15451126.94 4983944.148, 15448126.94 4983944.148, 15448126.94 4986944.148, 15445126.94 4986944.148, 15445126.94 4989944.148, 15445126.94 4992944.148, 15445126.94 4995944.148, 15448126.94 4995944.148, 15448126.94 4992944.148, 15448126.94 4989944.148, 15451126.94 4989944.148, 15454126.94 4989944.148, 15457126.94 4989944.148, 15457126.94 4986944.148, 15454126.94 4986944.148, 15454126.94 4983944.148))"
T074,不稳定候选,15401063.105,4988384.4325,15401438.105,4994384.4325,144000000.0,13416.407864998739,0.44626335381643184,0.4575047493003138,0.7036095823326625,0.0,0.5,0.5,0.0,喜山期|海西期,16,internal_partial,"由16个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.50；最高分代表点(15401438, 4994384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15394126.94 4983944.148, 15394126.94 4986944.148, 15397126.94 4986944.148, 15397126.94 4989944.148, 15394126.94 4989944.148, 15394126.94 4992944.148, 15397126.94 4992944.148, 15397126.94 4995944.148, 15400126.94 4995944.148, 15403126.94 4995944.148, 15403126.94 4992944.148, 15406126.94 4992944.148, 15406126.94 4989944.148, 15409126.94 4989944.148, 15409126.94 4986944.148, 15406126.94 4986944.148, 15406126.94 4983944.148, 15406126.94 4980944.148, 15403126.94 4980944.148, 15400126.94 4980944.148, 15400126.94 4983944.148, 15397126.94 4983944.148, 15394126.94 4983944.148))"
T075,二级,15438295.247857144,4988384.4325,15440438.105,4985384.4325,63000000.0,6708.203932499369,0.5147922546711318,0.5712996387189145,0.7463452174277236,0.0,0.5,0.8571428571428571,0.7142857142857143,喜山期|海西期,7,internal_supported,"由7个高值网格组成；支持时期为喜山期|海西期；参数稳定率0.86；最高分代表点(15440438, 4985384)。",['尚未接入井位、储层或专家盲评外部证据'],"POLYGON ((15442126.94 4983944.148, 15439126.94 4983944.148, 15436126.94 4983944.148, 15436126.94 4986944.148, 15433126.94 4986944.148, 15433126.94 4989944.148, 15436126.94 4989944.148, 15436126.94 4992944.148, 15439126.94 4992944.148, 15442126.94 4992944.148, 15442126.94 4989944.148, 15442126.94 4986944.148, 15442126.94 4983944.148))"
